conteudo,enviado_por,canal,prioridade_atendimento,status_atendimento,tipo_pessoa,gravidade,categoria
o dentista e muito bom,BENEFICIARIO,presencial,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
atendimento feito com amor,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,2,elogio
Realmente faz diferenca na nossa vida,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
que projeto lindo que vcs tem,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,2,elogio
foi tudo perfeito do inicio ao fim,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
o local e limpo e agradavel,BENEFICIARIO,email,4,ENCERRADO,MULHER_APOLONIA,2,elogio
o atendente foi mt paciente com meu filho,BENEFICIARIO,telefone,3,ENCERRADO,MULHER_APOLONIA,2,elogio
Muito carinhosos com as criancas,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
Que profissionalismo incrivel,BENEFICIARIO,presencial,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
gostei muito de tudo,BENEFICIARIO,telefone,4,ENCERRADO,OUTRO,2,elogio
meu filho sorriu o tempo todo,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
foi além das expectativas,BENEFICIARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,2,elogio
equipe unida e muito eficiente,BENEFICIARIO,presencial,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
Que equipe incrivel parabens a todos,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,2,elogio
ficamos muito satisfeitas,BENEFICIARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
nunca vi cuidado assim com crianca,BENEFICIARIO,whatsapp,3,ENCERRADO,MULHER_APOLONIA,1,elogio
atendimento humanizado de verdade,BENEFICIARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,2,elogio
q coisa linda vcs fazem,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,1,elogio
tratamento excepcional parabens,BENEFICIARIO,email,4,ENCERRADO,MULHER_APOLONIA,2,elogio
Meu filho ja nao tem mais dor,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,1,elogio
Impressionante a qualidade aqui,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,1,elogio
Deus abencoe essa equipe toda,BENEFICIARIO,telefone,3,ENCERRADO,MULHER_APOLONIA,1,elogio
nunca me senti tao acolhida,BENEFICIARIO,email,3,ENCERRADO,OUTRO,1,elogio
atendimento top obrigada de coracao,BENEFICIARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,2,elogio
amo demais esse servico,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,2,elogio
que sorriso lindo saiu daqui,BENEFICIARIO,email,4,ENCERRADO,MULHER_APOLONIA,1,elogio
trabalho lindo e muito necessario,BENEFICIARIO,telefone,3,ENCERRADO,OUTRO,1,elogio
cada detalhe foi perfeito,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,2,elogio
atencao e cuidado nao faltaram,BENEFICIARIO,email,4,ENCERRADO,OUTRO,1,elogio
Nota 1000 pra vocês,BENEFICIARIO,telefone,3,ENCERRADO,MULHER_APOLONIA,2,elogio
nunca vi tanta dedicacao assim,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,2,elogio
melhor servico gratuito que existe,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
Gratidao enorme com todo mundo,BENEFICIARIO,whatsapp,3,ENCERRADO,MULHER_APOLONIA,1,elogio
fiquei muito emocionada com o carinho,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
sem palavras de tao bom que foi,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
a doutora conquistou a confianca do meu filho,BENEFICIARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,2,elogio
Que recepcionista gentil e querida,BENEFICIARIO,email,3,ENCERRADO,MULHER_APOLONIA,1,elogio
minha filha nao queria ir mas amou,BENEFICIARIO,presencial,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
cuidaram muito bem de nos,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,1,elogio
que atendimento cuidadoso,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
Parabens a dentista nota 10,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
servico feito com muito amor,BENEFICIARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,1,elogio
que gentileza de todos,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
A equipe e ótima,BENEFICIARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,2,elogio
muito bem atendida obrigada,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,1,elogio
orgulho de existir um servico assim,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
que tratamento maravilhoso,BENEFICIARIO,email,3,ENCERRADO,MULHER_APOLONIA,2,elogio
dentista muito habilidosa e gentil,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,2,elogio
equipe de primeiro time,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,2,elogio
atendimento impecavel e cuidadoso,BENEFICIARIO,telefone,3,ENCERRADO,MULHER_APOLONIA,2,elogio
que eficiencia e carinho,BENEFICIARIO,whatsapp,4,ENCERRADO,OUTRO,1,elogio
o atendimento foi rapido e excelente,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
meu filho quer voltar logo,BENEFICIARIO,whatsapp,3,ENCERRADO,MULHER_APOLONIA,2,elogio
confiamos muito no trabalho de vcs,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,1,elogio
Que time de voluntarios dedicados,BENEFICIARIO,email,4,ENCERRADO,MULHER_APOLONIA,2,elogio
saimos sorrindo e gratos,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
tratamento com carinho e competencia,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
que resultado lindo no tratamento,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
o melhor que poderia ter acontecido,BENEFICIARIO,email,4,ENCERRADO,OUTRO,1,elogio
que alegria de ter esse servico aqui,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,2,elogio
muito eficiente e muito humano,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
Que abençoadas somos de ter isso,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,1,elogio
atenderam o meu filho como rei,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
que experiencia positiva demais,BENEFICIARIO,presencial,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
meu filho ta sem dor e sorrindo muito,BENEFICIARIO,telefone,3,ENCERRADO,OUTRO,2,elogio
obrigada pela paciencia e cuidado,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,2,elogio
vocês fazem milagres mesmo,BENEFICIARIO,email,3,ENCERRADO,MULHER_APOLONIA,2,elogio
o projeto mais importante da cidade,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
fiquei sem palavras de tao bom,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,2,elogio
que dentista incrivel e amorosa,BENEFICIARIO,whatsapp,3,ENCERRADO,MULHER_APOLONIA,2,elogio
minha filha pediu pra voltar la,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,1,elogio
muito feliz com esse atendimento,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
Que servico excelente e de graca,BENEFICIARIO,whatsapp,4,ENCERRADO,OUTRO,1,elogio
cuidaram muito bem da minha filha,BENEFICIARIO,email,4,ENCERRADO,OUTRO,1,elogio
nao esperava tamanha qualidade,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,2,elogio
que recebimento caloroso e gentil,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
Que surpresa agradável este serviço,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
que consulta perfeita foi essa,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
equipe amorosa e muito capaz,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
voltamos de casa super felizes,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,2,elogio
ja recomendei para toda minha familia,BENEFICIARIO,whatsapp,4,ENCERRADO,OUTRO,1,elogio
melhor projeto que conheci,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
fiquei emocionada com o cuidado,BENEFICIARIO,whatsapp,3,ENCERRADO,OUTRO,1,elogio
que dentistas excelentes,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,2,elogio
meu filho ficou fala que fala do dentista,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,2,elogio
que gentileza e carinho da equipe,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,1,elogio
minha filha adorou a doutora nova,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,2,elogio
que profissionais competentes,BENEFICIARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,1,elogio
atendimento com muito amor e cuidado,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
nunca fui tao bem cuidada,BENEFICIARIO,email,3,ENCERRADO,OUTRO,2,elogio
muito feliz com tudo,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
que atendimento lindo parabens,BENEFICIARIO,telefone,4,ENCERRADO,OUTRO,2,elogio
perfeito do comeco ao fim,BENEFICIARIO,email,4,ENCERRADO,MULHER_APOLONIA,1,elogio
adorei cada momento la,BENEFICIARIO,email,4,ENCERRADO,OUTRO,2,elogio
que consulta incrivel,BENEFICIARIO,whatsapp,4,ENCERRADO,OUTRO,2,elogio
meu filho ficou muito a vontade,BENEFICIARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
que acolhimento maravilhoso,BENEFICIARIO,telefone,3,ENCERRADO,MULHER_APOLONIA,1,elogio
equipe nota mil parabens,BENEFICIARIO,presencial,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
Que atendimento especial e diferenciado,BENEFICIARIO,email,4,ENCERRADO,MULHER_APOLONIA,2,elogio
que experiencia linda esse servico,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,1,elogio
minha crianca ficou sem medo do dentista,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
Gente boa e competente so aqui,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
que cuidado precioso com a gente,BENEFICIARIO,telefone,3,ENCERRADO,OUTRO,2,elogio
obrigada pela dedicacao de todos,BENEFICIARIO,email,3,ENCERRADO,MULHER_APOLONIA,2,elogio
que atendimento completo e humanizado,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,2,elogio
que orgulho de vcs existirem aqui,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
que voluntarios dedicados obrigada,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
meu filho saiu radiante e feliz,BENEFICIARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,2,elogio
que tratamento bonito fizeram,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
recebimento caloroso e respeitoso,BENEFICIARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,1,elogio
que sensibilidade da equipe,BENEFICIARIO,telefone,3,ENCERRADO,OUTRO,2,elogio
nunca vi tanto cuidado em gratuito,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
que voluntario dedicado e prestativo,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,2,elogio
saimos com muito carinho daqui,BENEFICIARIO,email,4,ENCERRADO,OUTRO,1,elogio
que trabalho de excelencia,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,2,elogio
muito bem atendida em todos os detalhes,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
que atendimento com alma e coracao,BENEFICIARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,2,elogio
minha filha ficou sorrindo de orelha a orelha,BENEFICIARIO,presencial,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
que servico extraordinario,BENEFICIARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
que acolhida carinhosa foi essa,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,2,elogio
nunca imaginei gostar tanto de ir ao dentista,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,2,elogio
que felicidade de encontrar gente assim,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,2,elogio
que profissionais magnificos parabens,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,1,elogio
minha filha ficou encantada com o dentista,BENEFICIARIO,whatsapp,3,ENCERRADO,OUTRO,1,elogio
que historia linda de voluntariado,BENEFICIARIO,presencial,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
que servico essencial e lindo,BENEFICIARIO,telefone,3,ENCERRADO,OUTRO,1,elogio
parabens a cada um de voces,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
que atencao especial me deram,BENEFICIARIO,email,3,ENCERRADO,MULHER_APOLONIA,2,elogio
nunca fui tao bem acolhida,BENEFICIARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,elogio
que projeto transformador incrivel,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,elogio
"mto bom o atendimento, to feliz demais",BENEFICIARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,2,elogio
vcs são os melhores!!,BENEFICIARIO,email,4,ENCERRADO,MULHER_APOLONIA,1,elogio
otimo servico parabens a todos,BENEFICIARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,1,elogio
"minha filha adorou a consulta, muito obrigada",BENEFICIARIO,email,3,ENCERRADO,OUTRO,1,elogio
Seria ótimo ter atendimento aos sábados para quem trabalha,BENEFICIARIO,presencial,4,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
Sugiro criar um aplicativo para facilitar o agendamento,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
Seria bom ter uma sala de espera maior e mais confortável,BENEFICIARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,3,sugestao
Poderiam enviar lembrete por whatsapp um dia antes da consulta,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
Seria útil ter uma lista de documentos necessários no site,BENEFICIARIO,telefone,3,ABERTO,OUTRO,2,sugestao
Sugiro atendimento por videochamada para casos de urgência,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
Seria bom ter brinquedos na sala de espera para as crianças,BENEFICIARIO,whatsapp,3,ENCERRADO,MULHER_APOLONIA,1,sugestao
Poderiam disponibilizar um canal de atendimento no telegram,BENEFICIARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
Sugiro criar um formulário online mais simples de preencher,BENEFICIARIO,telefone,3,ENCERRADO,MULHER_APOLONIA,3,sugestao
Seria interessante ter retorno automático após o envio,BENEFICIARIO,presencial,4,ABERTO,MULHER_APOLONIA,1,sugestao
Poderiam melhorar a comunicação sobre os horários disponíveis,BENEFICIARIO,email,3,ENCERRADO,MULHER_APOLONIA,1,sugestao
Sugiro adicionar um chat ao vivo no site de vocês,BENEFICIARIO,telefone,4,ABERTO,OUTRO,1,sugestao
Seria bom ter atendimento em mais bairros da cidade,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
Poderiam criar uma área do usuário para acompanhar o caso,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
Sugiro enviar um resumo do atendimento por email ao final,BENEFICIARIO,telefone,4,ABERTO,OUTRO,2,sugestao
Seria útil ter uma linha direta para casos urgentes,BENEFICIARIO,whatsapp,4,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
Poderiam ampliar o horário de atendimento para noite,BENEFICIARIO,email,3,ENCERRADO,OUTRO,3,sugestao
Sugiro ter um voluntário especializado em atender crianças pequenas,BENEFICIARIO,whatsapp,4,ABERTO,MULHER_APOLONIA,2,sugestao
Seria ótimo ter parceria com escolas para facilitar o acesso,BENEFICIARIO,whatsapp,3,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
Poderiam disponibilizar transporte para quem mora longe,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,3,sugestao
Sugiro criar um grupo no whatsapp com dicas de saúde bucal,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,3,sugestao
Seria bom ter acompanhamento pós-consulta por pelo menos um mês,BENEFICIARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
Poderiam treinar os voluntários para atender casos de ansiedade,BENEFICIARIO,presencial,3,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
Sugiro criar um programa de visitas às escolas da região,BENEFICIARIO,email,3,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
Seria útil ter um número de emergência fora do horário comercial,BENEFICIARIO,presencial,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
Poderiam oferecer material educativo sobre prevenção bucal,BENEFICIARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,2,sugestao
Sugiro aumentar a frequência dos atendimentos nos bairros mais distantes,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
Seria bom ter intérprete de libras disponível no atendimento,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,3,sugestao
Poderiam criar um sistema de fila online para evitar espera,BENEFICIARIO,presencial,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
Sugiro disponibilizar os formulários também em papel para quem não tem internet,BENEFICIARIO,email,3,ENCERRADO,MULHER_APOLONIA,2,sugestao
Seria interessante ter parcerias com creches e berçários,BENEFICIARIO,presencial,3,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
Poderiam criar um programa de fidelização para casos de longo prazo,BENEFICIARIO,telefone,3,ABERTO,MULHER_APOLONIA,2,sugestao
Sugiro criar uma newsletter mensal com novidades do projeto,BENEFICIARIO,email,3,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
Seria bom ter mais opções de canal para enviar documentos,BENEFICIARIO,presencial,4,ABERTO,OUTRO,3,sugestao
Poderiam criar um guia de primeiros socorros bucais para distribuir,BENEFICIARIO,presencial,4,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
Sugiro fazer um evento aberto na comunidade para divulgar o projeto,BENEFICIARIO,email,3,ENCERRADO,MULHER_APOLONIA,2,sugestao
Seria útil ter um painel online com horários disponíveis em tempo real,BENEFICIARIO,email,4,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
Poderiam criar um programa de mentoria para os voluntários novos,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,1,sugestao
Sugiro criar um canal específico no youtube com orientações bucais,BENEFICIARIO,email,4,ABERTO,OUTRO,2,sugestao
Seria bom ter um espaço no site para depoimentos de quem foi atendido,BENEFICIARIO,whatsapp,4,ABERTO,CRIANCA_ADOLESCENTE,2,sugestao
Poderiam enviar pesquisa de satisfação após cada atendimento,BENEFICIARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
Sugiro criar um mapa interativo com os pontos de atendimento,BENEFICIARIO,telefone,4,ENCERRADO,OUTRO,2,sugestao
Seria interessante ter parceria com farmácias locais para medicamentos,BENEFICIARIO,presencial,4,ABERTO,MULHER_APOLONIA,3,sugestao
Poderiam criar um grupo de apoio entre as famílias atendidas,BENEFICIARIO,email,3,ABERTO,MULHER_APOLONIA,1,sugestao
Sugiro que o site tenha versão simplificada para celular mais antigo,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,1,sugestao
Seria bom ter um voluntário disponível apenas para dúvidas rápidas,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
Poderiam criar um fluxo mais claro de como funciona o atendimento,BENEFICIARIO,email,4,ENCERRADO,MULHER_APOLONIA,2,sugestao
Sugiro criar um canal de atendimento exclusivo para adolescentes,BENEFICIARIO,email,3,ENCERRADO,OUTRO,2,sugestao
Seria útil ter um histórico de atendimentos acessível pelo beneficiário,BENEFICIARIO,whatsapp,3,ABERTO,OUTRO,2,sugestao
Poderiam criar um programa de reconhecimento para os voluntários mais ativos,BENEFICIARIO,telefone,4,ABERTO,MULHER_APOLONIA,2,sugestao
Seria ótimo ter atendimento aos sábados para quem trabalha,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,1,sugestao
Sugiro criar um aplicativo para facilitar o agendamento,BENEFICIARIO,email,3,ABERTO,MULHER_APOLONIA,1,sugestao
Seria bom ter uma sala de espera maior e mais confortável,BENEFICIARIO,presencial,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
Poderiam enviar lembrete por whatsapp um dia antes da consulta,BENEFICIARIO,presencial,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
Seria útil ter uma lista de documentos necessários no site,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
Sugiro atendimento por videochamada para casos de urgência,BENEFICIARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
Seria bom ter brinquedos na sala de espera para as crianças,BENEFICIARIO,presencial,3,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
Poderiam disponibilizar um canal de atendimento no telegram,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,1,sugestao
Sugiro criar um formulário online mais simples de preencher,BENEFICIARIO,presencial,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
Seria interessante ter retorno automático após o envio,BENEFICIARIO,email,4,ENCERRADO,OUTRO,3,sugestao
Poderiam melhorar a comunicação sobre os horários disponíveis,BENEFICIARIO,telefone,3,ABERTO,OUTRO,2,sugestao
Sugiro adicionar um chat ao vivo no site de vocês,BENEFICIARIO,email,3,ENCERRADO,MULHER_APOLONIA,3,sugestao
Seria bom ter atendimento em mais bairros da cidade,BENEFICIARIO,email,3,ABERTO,OUTRO,1,sugestao
Poderiam criar uma área do usuário para acompanhar o caso,BENEFICIARIO,telefone,3,ABERTO,OUTRO,1,sugestao
Sugiro enviar um resumo do atendimento por email ao final,BENEFICIARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,3,sugestao
Seria útil ter uma linha direta para casos urgentes,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
Poderiam ampliar o horário de atendimento para noite,BENEFICIARIO,presencial,3,ABERTO,OUTRO,1,sugestao
Sugiro ter um voluntário especializado em atender crianças pequenas,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,3,sugestao
Seria ótimo ter parceria com escolas para facilitar o acesso,BENEFICIARIO,email,3,ABERTO,OUTRO,2,sugestao
Poderiam disponibilizar transporte para quem mora longe,BENEFICIARIO,presencial,3,ABERTO,OUTRO,3,sugestao
Sugiro criar um grupo no whatsapp com dicas de saúde bucal,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,1,sugestao
Seria bom ter acompanhamento pós-consulta por pelo menos um mês,BENEFICIARIO,whatsapp,4,ABERTO,MULHER_APOLONIA,3,sugestao
Poderiam treinar os voluntários para atender casos de ansiedade,BENEFICIARIO,email,4,ABERTO,CRIANCA_ADOLESCENTE,2,sugestao
Sugiro criar um programa de visitas às escolas da região,BENEFICIARIO,email,3,ABERTO,MULHER_APOLONIA,3,sugestao
Seria útil ter um número de emergência fora do horário comercial,BENEFICIARIO,email,4,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
Poderiam oferecer material educativo sobre prevenção bucal,BENEFICIARIO,whatsapp,3,ENCERRADO,MULHER_APOLONIA,1,sugestao
Sugiro aumentar a frequência dos atendimentos nos bairros mais distantes,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
Seria bom ter intérprete de libras disponível no atendimento,BENEFICIARIO,presencial,4,ABERTO,OUTRO,1,sugestao
Poderiam criar um sistema de fila online para evitar espera,BENEFICIARIO,presencial,3,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
Sugiro disponibilizar os formulários também em papel para quem não tem internet,BENEFICIARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,2,sugestao
Seria interessante ter parcerias com creches e berçários,BENEFICIARIO,presencial,3,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
Poderiam criar um programa de fidelização para casos de longo prazo,BENEFICIARIO,email,4,ABERTO,MULHER_APOLONIA,1,sugestao
Sugiro criar uma newsletter mensal com novidades do projeto,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
Seria bom ter mais opções de canal para enviar documentos,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
Poderiam criar um guia de primeiros socorros bucais para distribuir,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
Sugiro fazer um evento aberto na comunidade para divulgar o projeto,BENEFICIARIO,telefone,4,ENCERRADO,OUTRO,2,sugestao
Seria útil ter um painel online com horários disponíveis em tempo real,BENEFICIARIO,presencial,3,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
Poderiam criar um programa de mentoria para os voluntários novos,BENEFICIARIO,presencial,3,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
Sugiro criar um canal específico no youtube com orientações bucais,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
Seria bom ter um espaço no site para depoimentos de quem foi atendido,BENEFICIARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
Poderiam enviar pesquisa de satisfação após cada atendimento,BENEFICIARIO,presencial,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
Sugiro criar um mapa interativo com os pontos de atendimento,BENEFICIARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,3,sugestao
Seria interessante ter parceria com farmácias locais para medicamentos,BENEFICIARIO,email,4,ABERTO,OUTRO,3,sugestao
Poderiam criar um grupo de apoio entre as famílias atendidas,BENEFICIARIO,telefone,3,ENCERRADO,OUTRO,3,sugestao
Sugiro que o site tenha versão simplificada para celular mais antigo,BENEFICIARIO,email,3,ABERTO,MULHER_APOLONIA,2,sugestao
Seria bom ter um voluntário disponível apenas para dúvidas rápidas,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,2,sugestao
